LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 0.9
Lattice spacing in x,y,z = 1.0540926 1.0540926 1.0540926
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.52704628) to (21.081851 21.081851 0.52704628)
  8 by 6 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.52704628) to (21.081851 21.081851 0.52704628)
  create_atoms CPU = 0.001 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 33 33 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.047 | 3.047 | 3.047 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     38500   2.9652371      1.2481692      0              4.2059932      22.086774    
     39000   3.3397827      1.0494518      0              4.380885       19.916549    
     39500   3.1197266      1.1388924      0              4.2508197      21.015635    
     40000   3.1446827      1.1277104      0              4.2645314      21.162397    
     40500   2.9998538      1.0895385      0              4.0818927      20.282971    
     41000   2.9262073      1.1190611      0              4.0379529      20.846321    
     41500   3.1243673      0.95218037     0              4.0687368      19.093201    
     42000   3.0757728      1.0687872      0              4.1368705      20.457297    
     42500   3.1454789      0.91653826     0              4.0541535      18.326418    
     43000   2.9785974      0.84503993     0              3.8161908      17.544795    
     43500   2.9123529      0.96552046     0              3.8705924      19.122077    
     44000   2.8818703      0.95832798     0              3.8329936      18.41681     
     44500   2.9339787      0.88598924     0              3.812633       17.802018    
     45000   2.7491173      0.88217539     0              3.6244199      17.936967    
     45500   2.7458771      0.98454997     0              3.7235624      18.677076    
     46000   2.9537171      0.9118963      0              3.8582291      19.022153    
     46500   2.8352658      1.1502897      0              3.9784673      20.33963     
     47000   2.9213219      1.0400671      0              3.9540857      19.793022    
     47500   2.9309799      0.82119319     0              3.7448457      17.101407    
     48000   3.0143559      0.97250764     0              3.9793276      19.054703    
     48500   2.912831       1.0933602      0              3.9989091      20.490051    
     49000   3.0305976      0.90221656     0              3.9252377      18.182915    
     49500   2.9744825      1.1554392      0              4.1224854      20.265607    
     50000   3.0560617      1.171959       0              4.2203805      21.070327    
Loop time of 0.982138 on 48 procs for 50000 steps with 400 atoms

Performance: 43985672.332 tau/day, 50909.343 timesteps/s, 20.364 Matom-step/s
99.2% CPU use with 48 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.013619   | 0.014959   | 0.016579   |   0.6 |  1.52
Neigh   | 0.022419   | 0.023052   | 0.025445   |   0.4 |  2.35
Comm    | 0.40334    | 0.47797    | 0.54167    |   6.6 | 48.67
Output  | 0.0020694  | 0.0021914  | 0.0057894  |   1.1 |  0.22
Modify  | 0.21105    | 0.26641    | 0.33579    |   8.0 | 27.13
Other   |            | 0.1976     |            |       | 20.11

Nlocal:        8.33333 ave          10 max           6 min
Histogram: 1 0 8 0 0 20 0 12 0 7
Nghost:        20.5417 ave          24 max          17 min
Histogram: 2 5 9 0 6 10 0 9 5 2
Neighs:        18.7708 ave          25 max          12 min
Histogram: 2 4 2 10 5 5 9 3 6 2

Total # of neighbors = 901
Ave neighs/atom = 2.2525
Neighbor list builds = 16882
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.9_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.9_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.9_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.9_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.068 | 3.068 | 3.068 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   3.0560617      1.171959       0              4.2203805      21.070327    
     50500   3.2675527      1.1220329      0              4.3814168      20.876243    
     51000   3.325811       0.99061502     0              4.3081115      19.275885    
     51500   2.9349426      1.2226719      0              4.1502772      21.499445    
     52000   2.9373458      0.98543763     0              3.9154401      18.655495    
     52500   3.0428179      0.86620383     0              3.9014147      18.262368    
     53000   2.9395194      0.94182772     0              3.8739983      18.406053    
     53500   2.8667456      1.0241353      0              3.8837141      19.491063    
     54000   2.9788606      0.92746325     0              3.8988767      18.454515    
     54500   2.9134127      0.85815808     0              3.7642872      17.368617    
     55000   2.9078606      0.94545921     0              3.8460501      18.06207     
     55500   2.7228087      1.0931438      0              3.8091454      19.610753    
     56000   2.901461       0.94763087     0              3.8418383      18.619065    
     56500   2.7015951      0.95035306     0              3.6451942      18.020589    
     57000   2.4420214      1.1487082      0              3.5846245      20.29916     
     57500   2.7130951      0.88392355     0              3.5902359      17.111788    
     58000   2.7878558      0.87642765     0              3.6573138      17.791012    
     58500   2.8224078      1.0090913      0              3.8244431      19.598691    
     59000   2.9134038      0.88149512     0              3.7876154      17.920707    
     59500   2.7956168      0.83653915     0              3.6251669      17.405252    
     60000   2.7173697      0.90914226     0              3.6197186      18.035533    
     60500   2.6723615      0.85184794     0              3.5175285      17.419361    
     61000   2.5889101      0.9063409      0              3.4887788      18.207388    
     61500   2.3933198      0.81215849     0              3.199495       16.339846    
     62000   2.3178691      0.90457374     0              3.2166481      17.55428     
     62500   2.4956361      0.91146019     0              3.4008572      17.296381    
     63000   2.6192874      0.79741328     0              3.4101525      16.662744    
     63500   2.7019742      0.79670185     0              3.4919211      16.919962    
     64000   2.6572683      0.86860658     0              3.5192318      17.566447    
     64500   2.5206741      0.96481261     0              3.4791851      18.396775    
     65000   2.6303135      0.83291469     0              3.4566524      16.551632    
     65500   2.5949297      0.83126817     0              3.4197105      16.995234    
     66000   2.5798518      0.75893564     0              3.3323379      15.627231    
     66500   2.3593077      0.90774171     0              3.2611512      17.19066     
     67000   2.4861249      0.89745549     0              3.3773651      17.700318    
     67500   2.5534652      0.8400787      0              3.3871602      17.170226    
     68000   2.5247408      0.78950517     0              3.3079341      16.230971    
     68500   2.4197983      0.86705994     0              3.2808088      17.522507    
     69000   2.5791921      0.72824743     0              3.3009916      15.613145    
     69500   2.3426325      0.96182828     0              3.2986042      18.019842    
     70000   2.6666013      0.84770501     0              3.5076398      16.855471    
     70500   2.3453813      0.82997471     0              3.1694926      17.007897    
     71000   2.3380097      0.83199269     0              3.1641574      16.735096    
     71500   2.3524943      0.70403183     0              3.0506449      15.008342    
     72000   2.3186579      0.81607249     0              3.1289338      16.056872    
     72500   2.3040794      0.76538698     0              3.0637062      15.915959    
     73000   2.3113068      0.70511241     0              3.0106409      15.02702     
     73500   2.1511002      0.64540669     0              2.7911291      14.107643    
     74000   2.1510502      0.7539977      0              2.8996703      15.297865    
     74500   2.2262         0.73396429     0              2.9545988      15.621359    
     75000   2.2532616      0.70194717     0              2.9495756      15.362499    
     75500   2.327321       0.55699935     0              2.878502       13.10273     
     76000   2.0084075      0.68843474     0              2.6918212      14.679579    
     76500   2.0816088      0.67846055     0              2.7548653      14.687746    
     77000   2.2317314      0.57110952     0              2.7972616      13.465659    
     77500   2.2725144      0.62462318     0              2.8914563      13.740062    
     78000   2.1287992      0.7268922      0              2.8503694      15.412436    
     78500   2.1373631      0.64928554     0              2.7813052      13.924036    
     79000   2.1196426      0.55835113     0              2.6726946      13.098885    
     79500   2.0825333      0.70838177     0              2.7857087      14.803585    
     80000   2.1286219      0.62707141     0              2.7503717      13.643948    
     80500   2.0891734      0.60419172     0              2.6881422      13.71891     
     81000   1.9602808      0.63894686     0              2.594327       13.906338    
     81500   2.0986519      0.62984174     0              2.723247       13.718769    
     82000   1.9923211      0.66258024     0              2.6499206      13.928495    
     82500   2.0685298      0.52905531     0              2.5924138      12.198063    
     83000   1.9750427      0.60603041     0              2.5761355      13.015101    
     83500   2.038685       0.59228387     0              2.6258721      13.434796    
     84000   2.0360671      0.72010453     0              2.7510815      14.934382    
     84500   2.0851924      0.66176559     0              2.741745       14.662701    
     85000   2.1381273      0.64715357     0              2.7799355      13.947462    
     85500   1.8777395      0.6718212      0              2.5448663      14.38504     
     86000   1.9540784      0.59760301     0              2.5467962      13.619968    
     86500   1.972303       0.60856016     0              2.5759324      13.511716    
     87000   1.8727911      0.63474444     0              2.5028535      13.763502    
     87500   1.8984582      0.60301207     0              2.4967241      13.452489    
     88000   1.9106448      0.57980879     0              2.485677       13.006655    
     88500   2.0181125      0.50765848     0              2.5207257      12.178591    
     89000   1.9939363      0.65211539     0              2.6410669      14.173521    
     89500   2.0160291      0.5633475      0              2.5743365      13.292103    
     90000   1.8606638      0.56925387     0              2.425266       12.708477    
     90500   1.9282409      0.52466801     0              2.4480883      12.332905    
     91000   1.9255914      0.47629187     0              2.3970693      11.625436    
     91500   1.8308804      0.60621062     0              2.4325138      13.713536    
     92000   1.8741772      0.63331246     0              2.5028042      13.698483    
     92500   1.764987       0.70452777     0              2.4651023      14.794474    
     93000   1.7482109      0.6405         0              2.3843404      13.576897    
     93500   1.8151839      0.51505834     0              2.3257043      12.041491    
     94000   1.7382964      0.60557634     0              2.339527       13.165452    
     94500   1.5990712      0.46772908     0              2.0628026      11.436973    
     95000   1.5920004      0.48244358     0              2.070464       11.391261    
     95500   1.6173723      0.52997948     0              2.1433083      11.899785    
     96000   1.6209997      0.51798645     0              2.1349337      12.367216    
     96500   1.5999916      0.48213807     0              2.0781297      11.434745    
     97000   1.640294       0.50513877     0              2.141332       11.306983    
     97500   1.6004876      0.42647768     0              2.0229641      10.739181    
     98000   1.5803291      0.54178123     0              2.1181595      12.301845    
     98500   1.5772821      0.5489743      0              2.1223132      12.442147    
     99000   1.574682       0.54925244     0              2.1199977      12.320982    
     99500   1.7376436      0.48612436     0              2.2194238      11.735064    
    100000   1.7591347      0.46899524     0              2.2237321      11.376108    
    100500   1.6551863      0.47755789     0              2.1286062      11.209649    
    101000   1.5720243      0.45841904     0              2.0265132      11.01021     
    101500   1.5420275      0.47391604     0              2.0120884      11.448796    
    102000   1.4432689      0.50916469     0              1.9488254      11.707074    
    102500   1.6371179      0.39275723     0              2.0257823      10.247537    
    103000   1.5050377      0.44432176     0              1.9455968      10.64058     
    103500   1.5082937      0.42687237     0              1.9313953      10.709089    
    104000   1.5073144      0.42997606     0              1.9335222      10.924424    
    104500   1.4810973      0.46462595     0              1.9420205      10.946881    
    105000   1.5266632      0.4742287      0              1.9970752      11.308611    
    105500   1.4485113      0.46617742     0              1.9110674      11.122437    
    106000   1.4627366      0.40863        0              1.8677098      9.5331119    
    106500   1.3668121      0.45420228     0              1.8175973      10.809183    
    107000   1.3631409      0.39325663     0              1.7529897      9.8996654    
    107500   1.4456324      0.37526259     0              1.8172809      9.5838176    
    108000   1.3899892      0.33833388     0              1.7248481      8.6751272    
    108500   1.3358549      0.45534332     0              1.7878586      10.798635    
    109000   1.2995619      0.40721148     0              1.7035245      10.186456    
    109500   1.3302081      0.39219519     0              1.7190777      9.7748594    
    110000   1.3866327      0.45552167     0              1.8386878      11.097695    
    110500   1.2433872      0.46118137     0              1.7014601      10.872988    
    111000   1.3296049      0.32019838     0              1.6464793      8.8370137    
    111500   1.2102279      0.41179005     0              1.6189924      10.11586     
    112000   1.1445073      0.31048866     0              1.4521347      8.4437752    
    112500   1.0066204      0.36877638     0              1.3728802      9.2251147    
    113000   1.0702583      0.34041218     0              1.4079948      8.7489395    
    113500   1.1067021      0.33450301     0              1.4384383      8.6326433    
    114000   1.113529       0.30504486     0              1.41579        8.268531     
    114500   1.0317091      0.32797642     0              1.3571063      8.3247825    
    115000   1.1090401      0.30520286     0              1.4114704      8.38595      
    115500   1.1195207      0.2900172      0              1.4067391      8.1460772    
    116000   1.0787466      0.34980861     0              1.4258584      8.5983813    
    116500   1.1189746      0.37999607     0              1.4961733      9.6958766    
    117000   1.1205411      0.33673053     0              1.4544703      8.5761412    
    117500   1.1448526      0.31297458     0              1.454965       8.3621515    
    118000   1.0599678      0.33915809     0              1.396476       9.0313344    
    118500   1.0184753      0.31110207     0              1.3270312      8.0171388    
    119000   1.0113736      0.2926937      0              1.3015389      7.9490153    
    119500   0.96030475     0.31221144     0              1.2701154      7.9029216    
    120000   1.0570769      0.25374203     0              1.3081762      7.3176389    
    120500   0.99043798     0.26405565     0              1.2520175      7.2678881    
    121000   0.9333909      0.31056832     0              1.2416257      8.105316     
    121500   0.91009879     0.26204155     0              1.1698651      7.4680412    
    122000   0.94936015     0.2663662      0              1.213353       7.3449489    
    122500   0.92878203     0.21639482     0              1.1428549      6.7158977    
    123000   0.92312232     0.25246952     0              1.173284       7.1482312    
    123500   0.85445558     0.26574374     0              1.1180632      7.3956163    
    124000   0.84715146     0.23963705     0              1.0846706      6.8255272    
    124500   0.84131564     0.23364167     0              1.072854       6.6736376    
    125000   0.8603513      0.20813495     0              1.0663354      6.4323417    
    125500   0.81537928     0.23447982     0              1.0478207      6.8439972    
    126000   0.86623837     0.20680867     0              1.0708814      6.2148017    
    126500   0.87439224     0.17863172     0              1.050838       5.6844603    
    127000   0.78952384     0.21071339     0              0.99826342     6.2458999    
    127500   0.77646361     0.19833335     0              0.9728558      6.1579865    
    128000   0.76764301     0.1776779      0              0.9434018      5.5965326    
    128500   0.73106255     0.19396604     0              0.92320094     6.0857349    
    129000   0.72060127     0.21712437     0              0.93592413     6.5132278    
    129500   0.77522769     0.19615574     0              0.96944536     5.9257475    
    130000   0.71229511     0.15629377     0              0.86680814     5.3551986    
    130500   0.72571112     0.1631069      0              0.88700375     5.6571093    
    131000   0.64595618     0.15691739     0              0.80125867     5.1021566    
    131500   0.65385574     0.13100175     0              0.78322286     4.7279228    
    132000   0.58853223     0.16783681     0              0.75489771     5.479225     
    132500   0.60568024     0.15273823     0              0.75690427     4.8838687    
    133000   0.60522714     0.13971842     0              0.74343249     4.8898747    
    133500   0.56993556     0.14908935     0              0.71760007     4.9497515    
    134000   0.58304947     0.13228766     0              0.7138795      4.6611685    
    134500   0.5748077      0.15366121     0              0.72703189     4.9257153    
    135000   0.55234453     0.10680205     0              0.65776571     4.0934004    
    135500   0.51823045     0.11784606     0              0.63478093     4.3356251    
    136000   0.5033395      0.12990231     0              0.63198346     4.3649313    
    136500   0.49001457     0.11747989     0              0.60626942     4.3256839    
    137000   0.4635357      0.099254709    0              0.56163157     3.8530127    
    137500   0.43254569     0.10859302     0              0.54005734     3.981238     
    138000   0.45768096     0.092344333    0              0.54888109     3.7106337    
    138500   0.47241602     0.090278937    0              0.56151392     3.5230336    
    139000   0.42658628     0.10301444     0              0.52853425     3.838771     
    139500   0.407919       0.09069291     0              0.49759211     3.6621878    
    140000   0.38959764     0.083188817    0              0.47181246     3.3022799    
    140500   0.36631487     0.087607611    0              0.45300669     3.4203794    
    141000   0.35441009     0.064102474    0              0.41762654     2.7331317    
    141500   0.34920683     0.067211556    0              0.41554537     2.7622063    
    142000   0.33626074     0.069592246    0              0.40501233     2.9605177    
    142500   0.31857557     0.054337493    0              0.37211663     2.3491501    
    143000   0.31425352     0.061881512    0              0.37534939     2.8074379    
    143500   0.30146136     0.05284724     0              0.35355495     2.5134676    
    144000   0.27322688     0.055809003    0              0.32835282     2.6006884    
    144500   0.27887337     0.057030444    0              0.33520663     2.5220359    
    145000   0.25785698     0.042722516    0              0.29993486     2.1011492    
    145500   0.23674859     0.043924701    0              0.28008142     2.1437691    
    146000   0.22704413     0.03501531     0              0.26149183     1.8404293    
    146500   0.21249733     0.035377852    0              0.24734394     1.8865342    
    147000   0.20111291     0.029102212    0              0.22971234     1.6710201    
    147500   0.18424994     0.029638991    0              0.21342831     1.633924     
    148000   0.15125487     0.02403393     0              0.17491066     1.4659139    
    148500   0.13560681     0.018961695    0              0.15422949     1.2053775    
    149000   0.12538039     0.021564699    0              0.14663164     1.3429066    
    149500   0.11711285     0.017338109    0              0.13415818     1.2081568    
    150000   0.10906356     0.011325762    0              0.12011666     0.91050027   
Loop time of 1.86992 on 48 procs for 100000 steps with 400 atoms

Performance: 46205268.780 tau/day, 53478.320 timesteps/s, 21.391 Matom-step/s
99.4% CPU use with 48 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.02479    | 0.027328   | 0.030945   |   0.9 |  1.46
Neigh   | 0.031564   | 0.032509   | 0.034789   |   0.4 |  1.74
Comm    | 0.74311    | 0.88359    | 1.0143     |   9.7 | 47.25
Output  | 0.031171   | 0.031239   | 0.031902   |   0.1 |  1.67
Modify  | 0.41066    | 0.52761    | 0.66024    |  11.4 | 28.22
Other   |            | 0.3676     |            |       | 19.66

Nlocal:        8.33333 ave          10 max           6 min
Histogram: 1 0 8 0 0 18 0 16 0 5
Nghost:        20.8958 ave          27 max          18 min
Histogram: 6 4 11 12 6 5 2 1 0 1
Neighs:        20.7917 ave          27 max          14 min
Histogram: 4 3 2 10 5 4 7 3 3 7

Total # of neighbors = 998
Ave neighs/atom = 2.495
Neighbor list builds = 24178
Dangerous builds = 0
Total wall time: 0:00:03
