LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.0
Lattice spacing in x,y,z = 1.5874011 1.5874011 1.5874011
region          box block 0 8 0 8 0 8
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (12.699208 12.699208 12.699208)
  3 by 4 by 4 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (12.699208 12.699208 12.699208)
  create_atoms CPU = 0.001 seconds
mass 1 1.0

velocity all create ${initial_temperature} 10000
velocity all create 3 10000

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 20 20 20
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.064 | 3.065 | 3.065 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     38000   3.0006494      1.9492791      0              6.4480554      26.257943    
     38500   3.033147       1.8267905      0              6.3742896      25.422692    
     39000   3.0178707      1.7662889      0              6.2908846      24.844433    
     39500   2.995615       1.9085742      0              6.3998026      26.399979    
     40000   2.9613711      1.8555635      0              6.2954511      25.488737    
     40500   3.1088532      1.8100408      0              6.4710436      25.641305    
     41000   2.9625503      1.8207042      0              6.2623598      25.47155     
     41500   2.977135       1.7999938      0              6.2635157      24.876498    
     42000   2.9409374      1.8141035      0              6.2233556      25.013727    
     42500   2.9483363      1.8248157      0              6.2451607      25.36818     
     43000   2.9535832      1.8357673      0              6.2639789      25.605235    
     43500   2.9954261      1.7259542      0              6.2168994      24.294361    
     44000   2.9723699      1.8204902      0              6.276868       25.333251    
     44500   2.9324679      1.8148665      0              6.2114205      25.387934    
     45000   2.9267618      1.9354724      0              6.3234715      26.250907    
     45500   2.9587469      1.8240295      0              6.2599829      25.355155    
     46000   3.0104952      1.8706473      0              6.3841852      25.715613    
     46500   2.9810804      1.798542       0              6.2679793      25.180901    
     47000   3.0336381      1.8000134      0              6.3482486      25.461547    
     47500   2.9315477      1.7747562      0              6.1699306      24.853222    
     48000   3.0127674      1.865046       0              6.3819904      25.844227    
     48500   3.0855192      1.8020002      0              6.4280192      25.543202    
     49000   3.0821538      1.7068857      0              6.3278589      24.56865     
     49500   3.1125792      1.8803362      0              6.5469253      25.930112    
     50000   3.0408759      1.6786396      0              6.2377262      24.107388    
Loop time of 2.25412 on 48 procs for 50000 steps with 2048 atoms

Performance: 19164874.527 tau/day, 22181.568 timesteps/s, 45.428 Matom-step/s
99.4% CPU use with 48 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.098581   | 0.105      | 0.11828    |   1.7 |  4.66
Neigh   | 0.43623    | 0.44367    | 0.45533    |   0.5 | 19.68
Comm    | 1.1517     | 1.2012     | 1.2805     |   2.9 | 53.29
Output  | 0.0022522  | 0.0025091  | 0.012944   |   3.0 |  0.11
Modify  | 0.21885    | 0.29324    | 0.33221    |   5.4 | 13.01
Other   |            | 0.2085     |            |       |  9.25

Nlocal:        42.6667 ave          48 max          37 min
Histogram: 3 1 2 9 6 7 12 5 1 2
Nghost:        186.375 ave         203 max         176 min
Histogram: 4 8 4 9 10 5 5 2 0 1
Neighs:        204.792 ave         246 max         170 min
Histogram: 4 2 4 9 8 9 7 2 2 1

Total # of neighbors = 9830
Ave neighs/atom = 4.7998047
Neighbor list builds = 20224
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.0_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.0_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.0_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.0_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.107 | 3.107 | 3.108 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   3.0408759      1.6786396      0              6.2377262      24.107388    
     50500   2.9572706      1.815716       0              6.249456       25.366044    
     51000   2.9472221      1.7960665      0              6.2147411      25.006001    
     51500   2.9402886      1.7796133      0              6.1878927      24.853697    
     52000   3.0065747      1.7248845      0              6.2325445      24.452314    
     52500   2.9842622      1.8897457      0              6.3639532      25.991681    
     53000   2.9380624      1.7428429      0              6.1477846      24.674633    
     53500   2.9990984      1.8286299      0              6.3250808      25.57598     
     54000   2.8517204      1.714338       0              5.98983        24.259563    
     54500   2.845014       1.7030891      0              5.9685263      24.375322    
     55000   2.9128054      1.7236302      0              6.0907049      24.534603    
     55500   2.8322674      1.8003921      0              6.0467188      25.052193    
     56000   2.9147557      1.7792393      0              6.149238       24.996522    
     56500   2.7572959      1.8026991      0              5.9366234      25.039764    
     57000   2.8882679      1.7436198      0              6.0739063      24.492367    
     57500   2.7975153      1.6047066      0              5.7989306      23.381298    
     58000   2.7750752      1.6366749      0              5.7972552      23.567493    
     58500   2.7500946      1.648346       0              5.7714736      23.77858     
     59000   2.7804593      1.5927009      0              5.7613534      23.31075     
     59500   2.7274111      1.6030651      0              5.6921843      23.137327    
     60000   2.7539612      1.5541359      0              5.6830606      22.669839    
     60500   2.6459866      1.6264454      0              5.5934874      23.253325    
     61000   2.6013622      1.647596       0              5.547734       23.498038    
     61500   2.6133339      1.6084305      0              5.5265173      23.018677    
     62000   2.6673789      1.5132788      0              5.5123935      22.52275     
     62500   2.6504484      1.4831182      0              5.4568495      21.866008    
     63000   2.5932438      1.6778525      0              5.5658188      23.815602    
     63500   2.7094979      1.6181257      0              5.680388       23.402609    
     64000   2.5487587      1.600107       0              5.4213783      22.994022    
     64500   2.5195999      1.6121514      0              5.3897058      23.204828    
     65000   2.5221002      1.5321995      0              5.3135026      22.311468    
     65500   2.5377188      1.5168799      0              5.3215994      22.444675    
     66000   2.5597225      1.465347       0              5.3030559      21.689086    
     66500   2.5060382      1.4933063      0              5.2505281      21.848516    
     67000   2.5233587      1.5348107      0              5.3180006      22.45075     
     67500   2.5433038      1.4222323      0              5.2353252      21.368784    
     68000   2.4728905      1.4648086      0              5.1723331      21.768656    
     68500   2.4801592      1.4231252      0              5.1415474      21.350583    
     69000   2.4332328      1.421963       0              5.0700301      21.11725     
     69500   2.4067767      1.3842251      0              4.9926273      20.90396     
     70000   2.3826578      1.3583069      0              4.9305485      20.522246    
     70500   2.3819567      1.4281093      0              4.9992998      21.165793    
     71000   2.3925435      1.3901595      0              4.9772224      21.014575    
     71500   2.4384962      1.3766157      0              5.032574       20.771376    
     72000   2.423975       1.4015398      0              5.0357269      20.938802    
     72500   2.3857173      1.5109259      0              5.0877544      21.778438    
     73000   2.3389255      1.4254979      0              4.932173       21.100451    
     73500   2.4036092      1.3720731      0              4.9757265      20.879216    
     74000   2.3347609      1.3588203      0              4.8592517      20.573594    
     74500   2.3277852      1.3644797      0              4.8544526      20.413591    
     75000   2.285187       1.3738828      0              4.7999896      20.670148    
     75500   2.2533425      1.3958615      0              4.7742249      20.827185    
     76000   2.3275842      1.2843101      0              4.7739816      19.631309    
     76500   2.304237       1.2764057      0              4.7310736      19.746962    
     77000   2.2162308      1.3223714      0              4.6450945      19.951298    
     77500   2.2487474      1.2373206      0              4.6087946      19.385276    
     78000   2.2164623      1.2669473      0              4.5900173      19.601135    
     78500   2.2317883      1.2915843      0              4.6376321      19.903672    
     79000   2.1887119      1.2711011      0              4.5525658      19.689878    
     79500   2.1792994      1.2562031      0              4.5235561      19.30909     
     80000   2.1343387      1.2606713      0              4.4606161      19.674767    
     80500   2.1187086      1.2160956      0              4.3926068      18.965699    
     81000   2.0918411      1.2122475      0              4.3484771      18.956091    
     81500   2.060079       1.1918346      0              4.2804443      18.480975    
     82000   2.0392319      1.2098749      0              4.2672292      18.879859    
     82500   2.0327677      1.2154558      0              4.2631185      19.003654    
     83000   2.0158244      1.1434407      0              4.1657009      18.315534    
     83500   2.0584121      1.1285862      0              4.2146968      18.123935    
     84000   2.0367077      1.1633543      0              4.2169242      18.531623    
     84500   2.0203189      1.1265833      0              4.1555818      17.979695    
     85000   1.9854344      1.2517729      0              4.2284703      19.007772    
     85500   1.9701677      1.1314951      0              4.0853037      17.955214    
     86000   1.9756769      1.1102155      0              4.0722838      17.87231     
     86500   1.9565965      1.0992498      0              4.0327115      17.581945    
     87000   1.9868233      1.1107653      0              4.089545       17.989524    
     87500   1.9920504      1.0695846      0              4.0562013      17.527802    
     88000   1.9643961      1.0878661      0              4.0330215      17.612256    
     88500   1.8794863      1.0816954      0              3.8995483      17.401961    
     89000   1.8986489      1.0513084      0              3.8978912      17.108399    
     89500   1.8817371      1.0439041      0              3.8651314      17.092157    
     90000   1.8498135      1.0412904      0              3.8146558      17.07013     
     90500   1.876239       1.0471052      0              3.8600895      16.918233    
     91000   1.7890427      1.0196999      0              3.7019536      16.805       
     91500   1.8035741      1.0078821      0              3.7119223      16.628712    
     92000   1.7658224      0.98212958     0              3.6295698      16.371093    
     92500   1.7204321      0.97278088     0              3.5521689      16.188482    
     93000   1.735311       0.96509164     0              3.5667871      16.100203    
     93500   1.7044423      0.95812999     0              3.5135451      15.974665    
     94000   1.69944        0.9677192      0              3.5156344      16.098237    
     94500   1.7411935      0.94327002     0              3.5537849      15.828479    
     95000   1.7339847      0.94117139     0              3.5408785      15.780302    
     95500   1.7086518      1.0028226      0              3.5645488      16.643413    
     96000   1.68911        0.96334236     0              3.4957702      15.938339    
     96500   1.6426128      0.97402303     0              3.4367392      16.226643    
     97000   1.6055235      0.91269098     0              3.3198003      15.386181    
     97500   1.6214418      0.91900601     0              3.3499811      15.455562    
     98000   1.6212033      0.8653376      0              3.2959551      15.034167    
     98500   1.5728386      0.92805911     0              3.286165       15.586306    
     99000   1.5946622      0.90088562     0              3.2917109      15.450999    
     99500   1.5963125      0.85612685     0              3.2494265      14.653883    
    100000   1.5931609      0.85061201     0              3.2391865      14.861024    
    100500   1.5662967      0.85439761     0              3.2026954      14.824623    
    101000   1.5377258      0.83514648     0              3.1406089      14.606083    
    101500   1.5302614      0.83213044     0              3.1264018      14.503858    
    102000   1.4991266      0.81467443     0              3.0622664      14.311258    
    102500   1.5219692      0.83107942     0              3.1129185      14.669231    
    103000   1.4767007      0.78824121     0              3.0022107      13.977105    
    103500   1.4673298      0.78251772     0              2.9824377      13.959688    
    104000   1.4274295      0.78144865     0              2.9215475      13.875786    
    104500   1.4465127      0.80436071     0              2.9730703      14.190188    
    105000   1.4237338      0.79760076     0              2.9321587      14.002427    
    105500   1.4169379      0.77755479     0              2.9019238      13.836034    
    106000   1.3647621      0.75774622     0              2.8038898      13.433887    
    106500   1.3108609      0.74158945     0              2.7069206      13.317851    
    107000   1.3278644      0.76182913     0              2.7526532      13.48384     
    107500   1.3207448      0.71931102     0              2.6994608      13.112333    
    108000   1.3190357      0.71300044     0              2.6905879      13.009333    
    108500   1.3056898      0.67478693     0              2.6323653      12.607029    
    109000   1.2802977      0.65585793     0              2.5753668      12.300874    
    109500   1.2823317      0.64494142     0              2.5674998      12.133137    
    110000   1.2091541      0.69977173     0              2.5126172      12.739179    
    110500   1.2370559      0.66010756     0              2.5147853      12.189761    
    111000   1.2126497      0.66299763     0              2.4810839      12.464217    
    111500   1.2285167      0.62627074     0              2.4681459      11.756419    
    112000   1.2391476      0.60614718     0              2.463961       11.547238    
    112500   1.2078935      0.63240874     0              2.4433643      12.031399    
    113000   1.1807555      0.60065756     0              2.370926       11.57802     
    113500   1.1348327      0.59475643     0              2.2961743      11.590208    
    114000   1.1166206      0.58800583     0              2.2621188      11.393801    
    114500   1.1229263      0.57548168     0              2.2590487      11.018141    
    115000   1.1176221      0.56709728     0              2.2427119      11.09761     
    115500   1.0841615      0.55763933     0              2.1830875      10.824069    
    116000   1.0592232      0.57644812     0              2.1645072      11.14926     
    116500   1.0551091      0.55545285     0              2.1373436      10.935001    
    117000   1.0631673      0.5298268      0              2.1237991      10.559678    
    117500   1.0661286      0.51240214     0              2.1108142      10.402748    
    118000   1.0411796      0.50317512     0              2.064182       10.249398    
    118500   1.0395427      0.51362573     0              2.0721785      10.271887    
    119000   0.9950246      0.50786565     0              1.9996738      10.228768    
    119500   1.0075198      0.49869566     0              2.0092374      10.08263     
    120000   0.96787885     0.47870206     0              1.9298114      9.8688284    
    120500   0.92504324     0.48846787     0              1.8753552      9.9450323    
    121000   0.91533343     0.46826759     0              1.8405973      9.6476311    
    121500   0.910633       0.45560939     0              1.8208919      9.5555716    
    122000   0.88357353     0.47164924     0              1.7963624      9.6893656    
    122500   0.89258059     0.43550248     0              1.7737196      9.2210112    
    123000   0.90030561     0.41284828     0              1.7626473      8.8837872    
    123500   0.89986115     0.41181599     0              1.7609486      8.9627076    
    124000   0.85113493     0.41861438     0              1.6946934      8.9329406    
    124500   0.85035863     0.41036831     0              1.6852834      8.7655503    
    125000   0.82876961     0.39496502     0              1.6375124      8.6176573    
    125500   0.80268042     0.39142814     0              1.5948609      8.6329726    
    126000   0.76833552     0.39538378     0              1.5473243      8.5253499    
    126500   0.76926999     0.37465966     0              1.5280012      8.2481789    
    127000   0.76852428     0.36380509     0              1.5160286      8.1343513    
    127500   0.75191068     0.38160961     0              1.5089249      8.3813316    
    128000   0.75578644     0.34316564     0              1.4762917      7.8314587    
    128500   0.7364745      0.33758647     0              1.4417588      7.7338577    
    129000   0.68330802     0.3311189      0              1.3555805      7.5864857    
    129500   0.69681091     0.31680177     0              1.3615078      7.4079723    
    130000   0.67913009     0.30041614     0              1.3186139      7.1691067    
    130500   0.66514761     0.30714001     0              1.3043742      7.2228279    
    131000   0.65533494     0.30886882     0              1.2913912      7.2747243    
    131500   0.66122596     0.30009479     0              1.2914494      7.1712966    
    132000   0.6163595      0.29345519     0              1.217543       6.977264     
    132500   0.61177385     0.30432055     0              1.2215333      7.1151287    
    133000   0.58720121     0.26881427     0              1.149186       6.5479034    
    133500   0.57489243     0.26803426     0              1.1299518      6.5810634    
    134000   0.55412096     0.24498439     0              1.07576        6.2410777    
    134500   0.54803198     0.23622335     0              1.0578699      6.0545311    
    135000   0.52071267     0.23801021     0              1.0186978      6.0866159    
    135500   0.51298594     0.23733883     0              1.006442       5.9961468    
    136000   0.4983192      0.2177898      0              0.96490362     5.6782475    
    136500   0.49501413     0.2064279      0              0.94858654     5.5368041    
    137000   0.46950926     0.19405197     0              0.89797198     5.2548646    
    137500   0.45192763     0.21669824     0              0.89425868     5.6660848    
    138000   0.45207444     0.19452223     0              0.87230278     5.2366695    
    138500   0.45401138     0.18335466     0              0.8640392      5.1065125    
    139000   0.42187097     0.16785909     0              0.80035656     4.7558533    
    139500   0.402797       0.16365253     0              0.76755301     4.7030275    
    140000   0.39415887     0.15621695     0              0.74716656     4.5323383    
    140500   0.37560305     0.14733976     0              0.71046924     4.383207     
    141000   0.36856418     0.13927646     0              0.69185278     4.192887     
    141500   0.34873299     0.13418915     0              0.65703322     4.0594883    
    142000   0.34920583     0.12973663     0              0.65328962     4.0113056    
    142500   0.31365156     0.12343784     0              0.59368545     3.9382266    
    143000   0.31302015     0.11276463     0              0.5820656      3.6377137    
    143500   0.28132731     0.10741039     0              0.52919531     3.5271422    
    144000   0.27012796     0.10450809     0              0.50950218     3.4731487    
    144500   0.26111471     0.088324909    0              0.47980573     3.1174344    
    145000   0.24416301     0.084008201    0              0.45007388     3.0181039    
    145500   0.23688891     0.080233098    0              0.43539297     2.8517183    
    146000   0.2169071      0.066722008    0              0.39192378     2.6176686    
    146500   0.20407308     0.064390648    0              0.3703508      2.4893484    
    147000   0.18737411     0.058265345    0              0.33918927     2.3035059    
    147500   0.17551322     0.051938987    0              0.31508026     2.1431249    
    148000   0.15940305     0.047362858    0              0.28635068     2.0365001    
    148500   0.1451816      0.042564632    0              0.26023069     1.8880804    
    149000   0.13259408     0.034174584    0              0.23296859     1.666474     
    149500   0.11540615     0.032878834    0              0.20590353     1.5826233    
    150000   0.10003784     0.029018949    0              0.17900244     1.4776344    
Loop time of 4.11348 on 48 procs for 100000 steps with 2048 atoms

Performance: 21004130.317 tau/day, 24310.336 timesteps/s, 49.788 Matom-step/s
99.5% CPU use with 48 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.17774    | 0.18975    | 0.21488    |   2.3 |  4.61
Neigh   | 0.60869    | 0.61995    | 0.63497    |   0.7 | 15.07
Comm    | 2.1089     | 2.205      | 2.3539     |   4.1 | 53.61
Output  | 0.098464   | 0.098532   | 0.099278   |   0.0 |  2.40
Modify  | 0.47243    | 0.61076    | 0.68018    |   7.2 | 14.85
Other   |            | 0.3895     |            |       |  9.47

Nlocal:        42.6667 ave          48 max          37 min
Histogram: 3 2 11 2 6 7 4 1 6 6
Nghost:        185.688 ave         198 max         172 min
Histogram: 1 2 1 11 6 12 4 6 2 3
Neighs:        218.604 ave         252 max         176 min
Histogram: 1 2 4 6 6 9 6 4 6 4

Total # of neighbors = 10493
Ave neighs/atom = 5.1235352
Neighbor list builds = 28166
Dangerous builds = 0
Total wall time: 0:00:07
