LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.3
Lattice spacing in x,y,z = 1.4544726 1.4544726 1.4544726
region          box block 0 8 0 8 0 8
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (11.635781 11.635781 11.635781)
  3 by 4 by 4 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (11.635781 11.635781 11.635781)
  create_atoms CPU = 0.001 seconds
mass 1 1.0

velocity all create ${initial_temperature} 10000
velocity all create 3 10000

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 18 18 18
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.064 | 3.064 | 3.064 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     17500   3.0374547      2.7851209      0              7.3390782      50.357547    
     18000   2.9532818      2.8834061      0              7.3111658      51.228953    
     18500   3.0505445      2.7928797      0              7.3664622      50.471659    
     19000   2.9666296      2.9320946      0              7.3798662      51.826587    
     19500   2.9278741      2.9609034      0              7.3505701      52.057285    
     20000   2.9739225      2.8525143      0              7.3112199      51.190253    
     20500   3.0208956      2.8285072      0              7.357638       50.955304    
     21000   3.0409938      2.8416447      0              7.4009081      51.020758    
     21500   3.0745246      2.8657941      0              7.4753291      51.020021    
     22000   3.0029537      2.8342122      0              7.3364433      50.767971    
     22500   3.0499619      2.8533037      0              7.4260126      50.945052    
     23000   2.9964789      2.8121849      0              7.3047085      50.925039    
     23500   3.0363385      2.7310481      0              7.2833319      50.012489    
     24000   3.0900007      2.6803383      0              7.3130761      49.086035    
     24500   2.9274609      2.8608041      0              7.2498514      50.916634    
     25000   2.9878362      2.9185175      0              7.3980835      51.945237    
     25500   2.9570424      2.8339298      0              7.2673275      50.884709    
     26000   2.9415181      2.8416696      0              7.2517923      50.497842    
     26500   2.9389717      2.917861       0              7.324166       51.631431    
     27000   3.0688132      2.801302       0              7.4022741      50.6838      
     27500   3.0434864      2.7713142      0              7.3343147      50.004545    
     28000   3.0569013      2.7632227      0              7.3463356      50.367155    
     28500   2.9511702      2.7629365      0              7.1875303      50.035795    
     29000   3.0565484      2.867015       0              7.4495989      51.396469    
     29500   2.9492983      2.8238171      0              7.2456044      50.891571    
     30000   3.1120164      2.7765027      0              7.442248       50.278113    
     30500   2.9362207      2.8035163      0              7.2056969      50.30111     
     31000   2.9477628      2.8706164      0              7.2901015      51.046158    
     31500   2.9348286      2.924023       0              7.3241164      51.462926    
     32000   2.9677517      2.9170371      0              7.366491       51.928342    
     32500   2.9302455      2.8128789      0              7.2061009      50.509785    
     33000   3.0169153      2.8625024      0              7.3856657      51.194801    
     33500   2.9624442      2.7901102      0              7.2316068      50.401772    
     34000   2.9867123      2.9279445      0              7.4058254      51.857628    
     34500   3.0348596      2.8368807      0              7.3869472      50.928778    
     35000   2.9366594      2.8985174      0              7.3013556      51.311806    
     35500   2.9685106      2.8935718      0              7.3441634      51.11563     
     36000   3.0515191      2.7494951      0              7.3245388      50.022931    
     36500   2.9631204      2.7827773      0              7.2252877      49.888092    
     37000   3.0530688      2.795013       0              7.37238        50.398294    
     37500   2.9877524      2.6833078      0              7.1627481      49.131321    
     38000   3.0060044      2.8511632      0              7.3579681      51.102396    
     38500   2.9161279      2.783249       0              7.155305       50.049542    
     39000   3.0407865      2.8590928      0              7.4180454      51.166069    
     39500   2.9328381      2.7351357      0              7.1322448      49.496751    
     40000   3.0447881      2.8437662      0              7.4087183      50.791655    
     40500   3.0598895      2.8108752      0              7.3984683      50.472955    
     41000   3.0005502      2.9102725      0              7.4089001      51.747625    
     41500   3.0393834      2.8488717      0              7.4057208      50.612479    
     42000   2.9472249      2.9995493      0              7.418228       52.409916    
     42500   3.0613477      2.7947442      0              7.3845236      50.664633    
     43000   2.9302871      2.9668987      0              7.3601832      52.237318    
     43500   3.0897681      2.7698518      0              7.4022409      50.105171    
     44000   2.95925        2.9212488      0              7.3579565      51.458738    
     44500   3.0297364      2.8972134      0              7.439599       51.346305    
     45000   3.0095925      2.9009571      0              7.4131416      51.457921    
     45500   3.0577597      2.844562       0              7.428962       51.002526    
     46000   2.9710066      2.9198678      0              7.3742017      51.762958    
     46500   2.9792966      2.9442232      0              7.4109861      52.276416    
     47000   3.1086531      2.7044721      0              7.3651749      49.800178    
     47500   3.0391114      2.8429624      0              7.3994035      50.692369    
     48000   3.0161423      2.8558435      0              7.377848       51.320502    
     48500   3.0415761      2.8840473      0              7.4441838      51.36665     
     49000   3.0335481      2.7759503      0              7.3240507      50.252203    
     49500   2.9245051      2.9959905      0              7.3806061      52.671277    
     50000   2.9679979      2.8985921      0              7.348415       51.415165    
Loop time of 2.3547 on 48 procs for 50000 steps with 2048 atoms

Performance: 18346275.668 tau/day, 21234.115 timesteps/s, 43.487 Matom-step/s
99.4% CPU use with 48 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.13384    | 0.15137    | 0.16625    |   2.3 |  6.43
Neigh   | 0.23481    | 0.38382    | 0.48503    |  11.0 | 16.30
Comm    | 1.1775     | 1.2907     | 1.486      |   6.4 | 54.81
Output  | 0.002216   | 0.0023349  | 0.0066343  |   1.3 |  0.10
Modify  | 0.25017    | 0.30901    | 0.37873    |   5.5 | 13.12
Other   |            | 0.2175     |            |       |  9.24

Nlocal:        42.6667 ave          52 max          34 min
Histogram: 1 4 3 12 2 9 11 4 1 1
Nghost:        178.104 ave         187 max         165 min
Histogram: 1 0 4 5 5 8 9 6 5 5
Neighs:        261.396 ave         321 max         205 min
Histogram: 2 3 4 8 4 12 9 4 1 1

Total # of neighbors = 12547
Ave neighs/atom = 6.1264648
Neighbor list builds = 20178
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.3_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.3_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.3_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.3_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.106 | 3.107 | 3.107 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9679979      2.8985921      0              7.348415       51.415165    
     50500   2.9921018      2.8688745      0              7.3548356      51.107072    
     51000   2.9551113      2.7961497      0              7.2266523      50.098938    
     51500   2.9794372      2.7797178      0              7.2466915      50.150443    
     52000   2.9489445      2.8240295      0              7.2452864      50.520508    
     52500   2.9910855      2.7176379      0              7.2020755      49.419429    
     53000   2.858425       2.7208734      0              7.0064173      49.513927    
     53500   2.8964481      2.705879       0              7.0484297      49.363773    
     54000   2.8780514      2.7758347      0              7.0908038      50.178901    
     54500   2.8578325      2.7448784      0              7.0295339      49.458069    
     55000   2.8117386      2.6906231      0              6.9061715      48.892815    
     55500   2.9200552      2.689483       0              7.0674272      48.939859    
     56000   2.8448867      2.5907059      0              6.8559523      47.602022    
     56500   2.8747826      2.729932       0              7.0400002      49.412514    
     57000   2.7392204      2.6693256      0              6.7761499      48.986031    
     57500   2.9082505      2.6616656      0              7.0219113      48.980119    
     58000   2.7647985      2.5829561      0              6.7281288      47.649169    
     58500   2.9232026      2.5113003      0              6.8939633      46.743927    
     59000   2.74662        2.5170485      0              6.6349669      46.795399    
     59500   2.8595172      2.5682548      0              6.8554362      47.393312    
     60000   2.7049395      2.4808202      0              6.5362483      46.461708    
     60500   2.6687984      2.5085332      0              6.5097762      46.443069    
     61000   2.679689       2.5014397      0              6.5190105      46.922302    
     61500   2.6448869      2.4743763      0              6.4397694      45.980364    
     62000   2.695106       2.4122043      0              6.4528893      45.818483    
     62500   2.6662222      2.4627424      0              6.4601228      46.254918    
     63000   2.6288707      2.4618976      0              6.4032782      46.175555    
     63500   2.6147835      2.500963       0              6.4212231      46.500367    
     64000   2.5645566      2.4026621      0              6.2476185      44.85606     
     64500   2.542295       2.4022187      0              6.2137992      45.166386    
     65000   2.5239649      2.3565978      0              6.1406966      44.751403    
     65500   2.608892       2.3594233      0              6.2708506      44.510616    
     66000   2.5119336      2.4258968      0              6.1919574      45.380316    
     66500   2.6128077      2.4026276      0              6.3199256      45.216644    
     67000   2.4760851      2.3360247      0              6.0483388      44.524128    
     67500   2.5876232      2.2698437      0              6.1493833      43.589335    
     68000   2.5020259      2.3258687      0              6.077075       44.32413     
     68500   2.5061852      2.2087865      0              5.9662287      42.972147    
     69000   2.5301477      2.3339833      0              6.1273517      44.429599    
     69500   2.4315641      2.2087378      0              5.854303       42.682015    
     70000   2.546677       2.1926561      0              6.0108065      42.860516    
     70500   2.3661558      2.2115545      0              5.7590552      42.663267    
     71000   2.4496308      2.1800644      0              5.8527164      42.436496    
     71500   2.2976201      2.1179515      0              5.5626988      41.711677    
     72000   2.3492512      2.1555654      0              5.6777216      42.007311    
     72500   2.2814211      2.2448734      0              5.6653342      43.003558    
     73000   2.3818049      2.0867547      0              5.6577176      41.160447    
     73500   2.4322095      2.1114789      0              5.7580117      41.534746    
     74000   2.2847439      2.1447912      0              5.5702337      41.755053    
     74500   2.319414       2.2455142      0              5.7229364      43.012065    
     75000   2.1859719      2.1644629      0              5.4418198      41.819636    
     75500   2.2084769      2.1041874      0              5.4152852      41.272034    
     76000   2.2169244      2.0372969      0              5.3610598      40.111874    
     76500   2.2432093      2.0199289      0              5.3830999      40.218965    
     77000   2.1570931      2.0310988      0              5.2651586      40.092536    
     77500   2.1866927      2.0088599      0              5.2872974      39.931283    
     78000   2.1510617      2.0201064      0              5.2451234      39.954034    
     78500   2.1706204      1.9553809      0              5.2097218      39.319989    
     79000   2.1621334      1.9761608      0              5.2177772      39.617809    
     79500   2.179566       2.0365238      0              5.3042764      40.082187    
     80000   2.1008993      1.9462231      0              5.0960333      38.795908    
     80500   2.1347475      1.859164       0              5.0597217      38.12811     
     81000   2.1095796      1.8601164      0              5.0229407      38.183735    
     81500   2.0377912      1.9411823      0              4.9963766      38.556787    
     82000   2.0988046      1.9078443      0              5.0545141      38.434316    
     82500   2.007307       1.8066151      0              4.8161054      37.23567     
     83000   2.0712095      1.7862686      0              4.8915657      37.024043    
     83500   1.9774786      1.8074865      0              4.7722562      37.252447    
     84000   2.0488034      1.7718306      0              4.8435352      36.752363    
     84500   1.9818909      1.8491454      0              4.8205302      38.122966    
     85000   1.9647559      1.7989221      0              4.7446169      37.113809    
     85500   1.9944677      1.7216627      0              4.7119035      36.151253    
     86000   1.9537062      1.7700494      0              4.6991778      36.584887    
     86500   1.9763989      1.7986884      0              4.7618391      36.873716    
     87000   1.8999085      1.769152       0              4.6176233      36.4437      
     87500   1.958167       1.7690379      0              4.7048542      36.629833    
     88000   1.8897407      1.6436831      0              4.4769102      34.881369    
     88500   1.880441       1.6905979      0              4.5098821      35.408605    
     89000   1.7935681      1.7124213      0              4.4014598      35.863242    
     89500   1.9105667      1.5926956      0              4.4571463      34.441532    
     90000   1.8296612      1.6143379      0              4.3574897      34.516772    
     90500   1.8398843      1.5988135      0              4.3572923      34.330591    
     91000   1.8484254      1.6269243      0              4.3982085      34.547033    
     91500   1.7935046      1.5492908      0              4.2382342      33.353489    
     92000   1.7716638      1.560324       0              4.2165222      33.742092    
     92500   1.7734435      1.6060509      0              4.2649172      34.590169    
     93000   1.7657847      1.4913589      0              4.1387427      32.599735    
     93500   1.7220435      1.5149714      0              4.0967753      32.83824     
     94000   1.7286473      1.4821908      0              4.0738956      32.241299    
     94500   1.7573114      1.4322933      0              4.0669733      31.831006    
     95000   1.6783544      1.5375798      0              4.0538821      33.063168    
     95500   1.7081715      1.5571841      0              4.1181901      33.667243    
     96000   1.6838053      1.3804867      0              3.9049615      31.024253    
     96500   1.6405254      1.4411475      0              3.900734       31.873203    
     97000   1.6394973      1.3634978      0              3.821543       30.776064    
     97500   1.6501877      1.3991609      0              3.8732338      31.445991    
     98000   1.6564331      1.4597471      0              3.9431835      31.970285    
     98500   1.587845       1.3678802      0              3.7484848      30.900769    
     99000   1.5743622      1.4296077      0              3.7899979      31.372803    
     99500   1.534449       1.2984784      0              3.599028       29.609849    
    100000   1.5315277      1.3802683      0              3.6764381      30.805281    
    100500   1.5038374      1.3332188      0              3.5878734      30.421899    
    101000   1.5434635      1.2922569      0              3.6063217      29.627425    
    101500   1.5082477      1.3726456      0              3.6339125      30.766458    
    102000   1.5160472      1.3020022      0              3.5749626      29.796413    
    102500   1.4785427      1.2645481      0              3.4812791      29.123383    
    103000   1.5170096      1.2760821      0              3.5504855      29.428609    
    103500   1.4090937      1.2511731      0              3.3637815      28.687577    
    104000   1.4279064      1.2558577      0              3.3966715      28.739674    
    104500   1.3871585      1.2132097      0              3.2929315      28.454936    
    105000   1.3893116      1.2038995      0              3.2868493      28.175707    
    105500   1.3664896      1.1816202      0              3.2303537      27.708534    
    106000   1.3917495      1.1500038      0              3.2366088      27.497598    
    106500   1.3846481      1.1282986      0              3.2042566      27.078777    
    107000   1.4179238      1.1389566      0              3.2648038      27.402953    
    107500   1.3033479      1.1398437      0              3.093911       27.187165    
    108000   1.3361128      1.1101695      0              3.1133601      26.633306    
    108500   1.2822743      1.0604532      0              2.9829256      25.884484    
    109000   1.2933762      1.0918942      0              3.0310112      26.13679     
    109500   1.2658215      1.0635422      0              2.9613473      25.746215    
    110000   1.2714219      1.042625       0              2.9488267      25.47247     
    110500   1.2628483      1.0181561      0              2.9115037      25.227431    
    111000   1.2435353      0.99602168     0              2.8604138      24.887594    
    111500   1.2103821      1.0475213      0              2.862208       25.613054    
    112000   1.2481732      1.0292352      0              2.9005807      25.229194    
    112500   1.2062547      0.95402849     0              2.7625271      24.125757    
    113000   1.1589247      0.97402451     0              2.7115628      24.370484    
    113500   1.1610764      0.96441831     0              2.7051825      24.322071    
    114000   1.1940326      0.91796127     0              2.7081357      23.703773    
    114500   1.1460498      1.0104496      0              2.728685       24.904666    
    115000   1.1072         0.93214958     0              2.5921387      23.602879    
    115500   1.1051297      0.89021697     0              2.5471021      23.064643    
    116000   1.0581289      0.94358155     0              2.5299998      23.587607    
    116500   1.0922116      0.89841466     0              2.5359321      23.051181    
    117000   1.0863362      0.92541688     0              2.5541255      23.619047    
    117500   1.0404148      0.83932296     0              2.3991831      22.104556    
    118000   1.0362542      0.80483921     0              2.3584615      21.622942    
    118500   1.0317437      0.85060307     0              2.3974629      22.249931    
    119000   1.0053566      0.84902351     0              2.3563221      22.195345    
    119500   0.9772638      0.81858144     0              2.2837614      21.699825    
    120000   0.9800605      0.85286432     0              2.3222372      22.195748    
    120500   0.95384583     0.74995243     0              2.1800226      20.472367    
    121000   0.93805572     0.7814912      0              2.1878877      21.036388    
    121500   0.93026158     0.72022352     0              2.1149346      19.910052    
    122000   0.92732874     0.73674475     0              2.1270587      20.236727    
    122500   0.89764402     0.72676373     0              2.0725723      19.93818     
    123000   0.88209012     0.71198941     0              2.0344785      19.765184    
    123500   0.8832961      0.72750996     0              2.0518072      20.120004    
    124000   0.85631395     0.66256852     0              1.9464123      18.738496    
    124500   0.86836615     0.67902004     0              1.9809333      19.080985    
    125000   0.80331502     0.67897606     0              1.8833602      18.919596    
    125500   0.8264629      0.65077623     0              1.8898653      18.630545    
    126000   0.7773179      0.62275663     0              1.7881641      18.062459    
    126500   0.78333853     0.61867478     0              1.7931088      18.035098    
    127000   0.74204583     0.59371237     0              1.7062376      17.524225    
    127500   0.75080155     0.59465218     0              1.7203046      17.480248    
    128000   0.72475479     0.54902406     0              1.6356254      16.574598    
    128500   0.71951737     0.56507442     0              1.6438235      16.916141    
    129000   0.7445084      0.52439923     0              1.6406165      16.070836    
    129500   0.69293588     0.52862553     0              1.5675218      16.284927    
    130000   0.70377577     0.5282411      0              1.5833893      16.309685    
    130500   0.65243389     0.50974766     0              1.4879206      15.74128     
    131000   0.65347609     0.48612961     0              1.4658651      15.133485    
    131500   0.6285136      0.46831192     0              1.410622       14.927394    
    132000   0.62202821     0.46424734     0              1.3968341      14.606601    
    132500   0.60462291     0.44807073     0              1.3545623      14.584571    
    133000   0.598884       0.43315217     0              1.3310395      14.296517    
    133500   0.59350038     0.4449115      0              1.3347274      14.515178    
    134000   0.57854631     0.3912077      0              1.2586034      13.354577    
    134500   0.56678609     0.40161478     0              1.2513788      13.415413    
    135000   0.52726011     0.39700453     0              1.1875085      13.306027    
    135500   0.53300107     0.39364679     0              1.192758       13.370159    
    136000   0.50527718     0.35854905     0              1.1160947      12.655       
    136500   0.49325904     0.37038324     0              1.1099105      12.700357    
    137000   0.46884222     0.3532235      0              1.0561434      12.363565    
    137500   0.4694262      0.33000544     0              1.0338009      11.790821    
    138000   0.43465815     0.32041527     0              0.97208414     11.666347    
    138500   0.43833949     0.30323889     0              0.96042707     11.172725    
    139000   0.42489634     0.2909562      0              0.92798951     10.93624     
    139500   0.41171859     0.27869273     0              0.89596907     10.531884    
    140000   0.3962747      0.26447501     0              0.85859682     10.066851    
    140500   0.37102921     0.26568734     0              0.8219594      10.130107    
    141000   0.36352255     0.24250589     0              0.78752346     9.6746674    
    141500   0.35078944     0.23010488     0              0.75603212     9.3859484    
    142000   0.33637075     0.2188637      0              0.72317347     8.949353     
    142500   0.32138378     0.20438586     0              0.68622614     8.5964183    
    143000   0.30533677     0.1956601      0              0.65344162     8.3693084    
    143500   0.2919006      0.18606703     0              0.62370413     8.1171538    
    144000   0.2835917      0.16371926     0              0.5888991      7.3367258    
    144500   0.25997696     0.16688187     0              0.5566569      7.3682173    
    145000   0.24249742     0.16010309     0              0.52367162     7.3235695    
    145500   0.23488176     0.13899551     0              0.49114612     6.6991794    
    146000   0.22042821     0.12643385     0              0.45691471     6.3052675    
    146500   0.20659054     0.11567695     0              0.42541145     5.8821888    
    147000   0.18567544     0.11491393     0              0.3932911      5.8804938    
    147500   0.17573318     0.097526049    0              0.3609971      5.354614     
    148000   0.15814831     0.091883193    0              0.32898983     5.021931     
    148500   0.14552537     0.078723093    0              0.29690456     4.6492847    
    149000   0.12893526     0.072070338    0              0.26537879     4.2737428    
    149500   0.11460243     0.061591999    0              0.23341171     3.8821923    
    150000   0.10295593     0.048382652    0              0.20274114     3.3191724    
Loop time of 4.09059 on 48 procs for 100000 steps with 2048 atoms

Performance: 21121654.371 tau/day, 24446.359 timesteps/s, 50.066 Matom-step/s
99.5% CPU use with 48 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.24416    | 0.27521    | 0.30324    |   3.1 |  6.73
Neigh   | 0.31653    | 0.49794    | 0.6431     |  12.6 | 12.17
Comm    | 2.0709     | 2.2609     | 2.56       |   7.5 | 55.27
Output  | 0.040194   | 0.040254   | 0.040942   |   0.1 |  0.98
Modify  | 0.46546    | 0.59848    | 0.72371    |   7.5 | 14.63
Other   |            | 0.4178     |            |       | 10.21

Nlocal:        42.6667 ave          49 max          35 min
Histogram: 4 2 6 3 3 5 3 14 5 3
Nghost:        177.667 ave         186 max         171 min
Histogram: 3 3 15 3 5 4 3 3 5 4
Neighs:            256 ave         294 max         201 min
Histogram: 2 2 5 3 4 6 5 6 11 4

Total # of neighbors = 12288
Ave neighs/atom = 6
Neighbor list builds = 27649
Dangerous builds = 0
Total wall time: 0:00:07
